数据分析师,经验不限,本科,10-15K,,,教师研修网,未融资,500-999人,北京·西城区·马甸,"Python,R,SQL,数学/统计相关专业,数据分析/挖掘经验,教育行业,报告撰写及图表呈现"
数据分析师（远程）,经验不限,本科,15-25K,,,某大型其他行业公司,未融资,500-999人,北京,"SQL,数据分析/挖掘经验,电商/零售行业数据相关经验"
数据分析师,经验不限,本科,30-50K·15薪,,,某大型互联网公司,移动互联网,1000-9999人,北京,"SQL,Python"
数据分析师,经验不限,本科,15-25K·15薪,,,某大型互联网金融公司,未融资,500-999人,北京,"金融行业数据相关经验,数据分析/挖掘经验,数据分析,to b"
数据分析师,经验不限,本科,6-11K,,,国脉数智,不需要融资,20-99人,北京·石景山区·杨庄,"数据分析,数据挖掘,数据处理"
数据分析师,经验不限,本科,15-17K,,,转转集团,D轮及以上,1000-9999人,北京·海淀区·西三旗,"Python,SQL,数学/统计相关专业,数据分析/挖掘经验,机器学习建模经验"
数据分析师,经验不限,本科,15-25K·13薪,,,博睿盛伦,不需要融资,100-499人,北京·朝阳区·百子湾,"SPSS,数学/统计相关专业,数据分析/挖掘经验"
数据分析师,经验不限,本科,20-25K·14薪,,,洛凯,A轮,20-99人,北京·东城区·雍和宫,"Python,SQL,数据分析"
数据分析师,经验不限,本科,6-8K,,,铂睿德佳,不需要融资,100-499人,北京·朝阳区·望京,数据分析/挖掘经验
数据分析师,经验不限,本科,10-15K,,,兰格集团,未融资,100-499人,北京·丰台区·六里桥,"数据分析/挖掘经验,产业链数据,宏观经济"
数据分析师,经验不限,本科,20-30K·14薪,,,千里马招标网,B轮,1000-9999人,北京·海淀区·上地,"SQL,数据分析,数据建模"
数据分析师,经验不限,本科,15-25K,,,量赞网络,天使轮,20-99人,北京·朝阳区·呼家楼,"数据分析,R,C++,R语言"
数据分析师,经验不限,本科,12-20K,,,北京创智信科,通信/网络设备,20-99人,北京·海淀区·上地,"SPSS,SAS"
数据分析师(实习生),经验不限,本科,150-200元/天,,,创金启富,基金,20-99人,北京·西城区·陶然亭,"数据分析,Python,MySQL,Oracle,SQL Server,NoSQL,MongoDB,Matlab"
数据分析师,经验不限,本科,8-10K,,,银联信,已上市,100-499人,北京,数据处理
数据分析师,经验不限,本科,10-15K·13薪,,,亿保创元,A轮,20-99人,北京·丰台区·宋家庄,数学/统计相关专业
数据分析师 (MJ001121),经验不限,本科,15-25K·13薪,,,百融云创,已上市,500-999人,北京·朝阳区·望京,"SQL,Python,数学/统计相关专业,金融行业数据相关经验,信贷业务"
数据分析师,经验不限,本科,12-24K,,,字节跳动,D轮及以上,10000人以上,北京·海淀区·苏州桥,"回归分析,方差分析,决策树,信度分析,相关分析"
数据分析师,经验不限,本科,15-25K·15薪,,,金山云,已上市,1000-9999人,北京·海淀区·安宁庄,数学/统计相关专业
数据分析师,经验不限,本科,15-25K,,,某知名文化艺术公司,B轮,1000-9999人,北京,"R,Python,数据分析/挖掘经验"
数据分析师,经验不限,本科,20-40K,,,某知名文化艺术公司,B轮,1000-9999人,北京,数据分析
数据分析师,经验不限,本科,8-13K,,,万山数据,大数据,0-20人,北京·东城区·新世界,"数据分析,数据仓库,数据治理,数据架构师,ETL,数据挖掘,SQL"
数据分析师,经验不限,本科,20-25K,,,小猪,D轮及以上,500-999人,北京,"SQL,旅游行业数据相关经验,OTA"
数据分析师,经验不限,本科,25-45K,,,某大型知名餐饮上市公司,已上市,10000人以上,北京,"SQL,电商/零售行业数据相关经验"
数据分析师,经验不限,本科,14-28K·15薪,,,数城未来,天使轮,20-99人,北京·朝阳区·双井,"数据分析,python,webgis"
数据分析师,经验不限,本科,10-15K,,,广益集思智能科技,不需要融资,20-99人,北京·大兴区·亦庄,"SQL,Python"
数据分析师,经验不限,本科,12-18K,,,北京精友世纪软件公司,计算机服务,100-499人,北京·海淀区·上地,"Python,数学/统计相关专业"
数据分析师,经验不限,本科,15-30K,,,满帮集团,已上市,1000-9999人,北京,"数据分析,业务分析"
